source_root,relative_path,extension,bytes,sha256,title,frontmatter_updated,review_status,review_scope
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/action-safety-the-human-gate/action-safety-the-human-gate-loops.md,.md,7943,9537aba128c505d2d24c6531ef6f3c5c3bb9b3282c50889e99bcb58ee5d947ec,Action Safety & the Human Gate — Loops,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/action-safety-the-human-gate/action-safety-the-human-gate-premortem.md,.md,8686,3284f2a6fc411469739ab296d3350fb71149195d8638bb07e232e6dd9bcaf235,Action Safety & the Human Gate — Premortem,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/action-safety-the-human-gate/action-safety-the-human-gate-questions.md,.md,1953,9ae57b01da47a99f6021b2b5dbe1e498b51413939005e22b22ac97bd6296bd64,Action Safety & the Human Gate — Questions & Findings,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/action-safety-the-human-gate/action-safety-the-human-gate-schedule.md,.md,5681,8257b3c9d83b7045c53c37986a58e69a316a7b8c3f3de106771fffd88da57ab8,Action Safety & the Human Gate — Schedule & Skills,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/agent-evaluation-gates/agent-evaluation-gates-agenda-board.md,.md,4052,0fbe918e7ca2f06eae4967ce052ec8f059c7aa8038d966bb01db5686d6007c83,Agent Evaluation & Gates — Board,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/agent-evaluation-gates/agent-evaluation-gates-agenda-full.md,.md,6846,a63f74638051f01c7fb008fff3ee48db3b92da43735ba0e3e08a3ecdedba673b,Agent Evaluation & Gates — Full Agenda,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/agent-evaluation-gates/agent-evaluation-gates-agent-stack.md,.md,6408,0f7210f420222daa83e04452043fa57d222ec16ae7c146bed4f83036a8b1d815,Agent Evaluation & Gates — Agent Stack,2026-08-27,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/agent-evaluation-gates/agent-evaluation-gates-charter.md,.md,7583,f6eceaa3844f93aec677f64a41336b23297fce18d9853e3371d94aba27b097dd,Agent Evaluation & Gates — Charter,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/agent-evaluation-gates/agent-evaluation-gates-directive.md,.md,6002,60f81cdc3a90f3863a9d6673b89c9d76c102a4b0851576e50bb772bb73b8429f,Agent Evaluation & Gates — Directive,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/agent-evaluation-gates/agent-evaluation-gates-loops.md,.md,7678,11bf7d30cba525f42eeb81f18a881343dee14718447bbff06578c97b19f232b7,Agent Evaluation & Gates — Loops,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/agent-evaluation-gates/agent-evaluation-gates-premortem.md,.md,8291,b4235468bbef6960e1e8b69cac64d74852c48b4fa1e21ed169f33a1b4b00e4e1,Agent Evaluation & Gates — Premortem,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/agent-evaluation-gates/agent-evaluation-gates-questions.md,.md,1929,2bd556ffdd62403c58bcc566289b61d214d982d21f0ec20364be5f2be60edda9,Agent Evaluation & Gates — Questions & Findings,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/agent-evaluation-gates/agent-evaluation-gates-schedule.md,.md,5102,c67cd6560e908ddd2a19d9a3b51c59d12034c53b8858e25245fd380d230806ce,Agent Evaluation & Gates — Schedule & Skills,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/agent-evaluation-gates/memory/2026-08-28-coverage-gate.md,.md,398,12cfef21cb72626d7c48a95a9b9bdbbdf3e25288ef53ed6fc0b891c60ee7c3ac,Coverage gate 2026-08-28: PASS,,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/agent-evaluation-gates/memory/agent-evaluation-gates-MEMORY.md,.md,284,24b9dd4b5d0db61330db392a4307d34202b3682aa3cfff7784c6034f01e749f6,agent-evaluation-gates — memory index,,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/agent-fleet/agent-fleet-agenda-board.md,.md,3076,4c3a9c6b54a406ed9be0b6f47f1a48da1f4a3757c50fb0b04b8c970001d6cc30,Agent Fleet — Board,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/agent-fleet/agent-fleet-agenda-full.md,.md,6240,c82ffc986ac63eae47ed5363abe253d5ab511fff3772d2f1c7d678d8c97c2131,Agent Fleet — Full Agenda,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/agent-fleet/agent-fleet-agent-stack.md,.md,5662,200c6c6068d226ba17e2f92b4999e4afe95e017865f6006f7e30588dc3b37efb,Agent Fleet — Agent Stack,2026-08-27,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/agent-fleet/agent-fleet-charter.md,.md,7556,d4bba137fa815a97146e089ef3485649200a509feb58c4daacc489198eb1e8a9,Agent Fleet — Charter,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/agent-fleet/agent-fleet-directive.md,.md,4980,9dcfeeec3ebe5a3368e41c14fdf6fea141077435d0bebffd4c1b8be0ac5956a4,Agent Fleet — Directive,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/agent-fleet/agent-fleet-loops.md,.md,5975,6e8f8293170d7621df7615f2ed741c8cc3c16d6fc415e6719b366480d790a4b2,Agent Fleet — Loops,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/agent-fleet/agent-fleet-premortem.md,.md,7471,eb07f0655b7996b16eb27b0fc885669321ff73c825b2a57e0889b45de4fb24b3,Agent Fleet — Premortem,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/agent-fleet/agent-fleet-questions.md,.md,1883,458bae502a37c6a60b8a4c0ade5a6f0dd034a1f831525b44344a58dc5aa8efb0,Agent Fleet — Questions & Findings,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/agent-fleet/agent-fleet-schedule.md,.md,5377,2b61f63efdea51f8c535db98a8c7092f5bf238d08f4c7693a35cd2b9a54db5cf,Agent Fleet — Schedule & Skills,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/agent-fleet/memory/2026-08-28-fleet-census.md,.md,689,cd4dbf092e448f7d493b3f922c0ba1bdc18caf57dcc9555be4273cb5fc7b29a0,Fleet census 2026-08-28: 18/24 can start by default,,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/agent-fleet/memory/agent-fleet-MEMORY.md,.md,368,bb326d361fbd6e5f55384a6975feeabad359a64606a8c445d85211d76b3ccce0,agent-fleet — memory index,,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/harness-runtime/harness-runtime-agenda-board.md,.md,2616,3ab3741646354365b7f1f3b413d85afef66b6293507df264b6d00559ab53b7df,Harness & Runtime — Board,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/harness-runtime/harness-runtime-agenda-full.md,.md,5967,acc828a36e823635c6593fe06d0779ee172171b2e14ba9d816c7c7a3da23f324,Harness & Runtime — Full Agenda,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/harness-runtime/harness-runtime-agent-stack.md,.md,6182,1c46ea562ee475c375fdd3b72c5204c3d91e9bb94b55ef31ae4dd65a7cc91796,Harness & Runtime — Agent Stack,2026-08-27,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/harness-runtime/harness-runtime-charter.md,.md,6433,59a7c42395b161c12e109561d1bd9e94d412836ce3e83c05e81d1b3ce7d604ea,Harness & Runtime — Charter,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/harness-runtime/harness-runtime-directive.md,.md,4897,e79ec6eff0ff372439a91f47ed4773e33bca56ccb3592dc7ab745ca89f6b82ba,Harness & Runtime — Directive,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/harness-runtime/harness-runtime-loops.md,.md,5138,b029146341982486314ab2d01546738d6b6c060c60f2a8f8bccabc077cf63ed2,Harness & Runtime — Loops,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/harness-runtime/harness-runtime-premortem.md,.md,7431,6d42bfc38513acfb621be1e5e96721686f8c961dd00c6cd7565b74c1e5bba999,Harness & Runtime — Premortem,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/harness-runtime/harness-runtime-questions.md,.md,1901,d170388cba257f4831100623a2f5c47d6a259df7aa8533490ef734c948f967dc,Harness & Runtime — Questions & Findings,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/harness-runtime/harness-runtime-schedule.md,.md,4333,0490efeaef2e7da084edf7d3180887f8b99e1ec52849232a337c05e742c02b1d,Harness & Runtime — Schedule & Skills,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/harness-runtime/memory/2026-08-28-harness-contract-audit.md,.md,346,8d21e6341a15ea4a373160be04b1f9a4903e52c000dafcc41e5658908a81d3fe,Harness audit 2026-08-28: 1 module(s) outside the contract,,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/harness-runtime/memory/harness-runtime-MEMORY.md,.md,314,6de186180a73e30a3103fa573d7cc57dec906047f3a53c3ce27d6f081d4ea781,harness-runtime — memory index,,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/model-routing-inference-economics/memory/2026-08-28-model-pin-census.md,.md,488,8a7e146f465b2ba3bbc83680b3c0cda39ddded0b54a2cbcf0cb3b5e91985098d,Pin census 2026-08-28: 0 URL constant(s) outside the wrapper,,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/model-routing-inference-economics/memory/model-routing-inference-economics-MEMORY.md,.md,328,f1e214671e9aa11a9faa534da91c6a38761f456072c2893c52af1e72aea0341e,model-routing-inference-economics — memory index,,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/model-routing-inference-economics/model-routing-inference-economics-agenda-board.md,.md,3606,35c745aaa7870c3c11c007115a57c345ea889f3fd7a778a9c936bcd983195193,Model Routing & Inference Economics — Board,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/model-routing-inference-economics/model-routing-inference-economics-agenda-full.md,.md,6916,8cd11118c1e2771574cc1b69e366d352fc62fa5c93145ba31a69b707a0e6a39f,Model Routing & Inference Economics — Full Agenda,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/model-routing-inference-economics/model-routing-inference-economics-agent-stack.md,.md,6174,4e01d53ea9cc4fddb620810e3e6107bfa385d069f5d03509fb6fca1ef6133ec8,Model Routing & Inference Economics — Agent Stack,2026-08-27,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/model-routing-inference-economics/model-routing-inference-economics-charter.md,.md,7518,53df4c2e21a0a424d1447c9d91ceee4fcd3260698552448b2b0eed43a4462e9a,Model Routing & Inference Economics — Charter,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/model-routing-inference-economics/model-routing-inference-economics-directive.md,.md,5317,d1c1c4b09ffdb1fe6c8d24fbd5c1521a0995219b111cc8f200c2ed1ab1ab3b4c,Model Routing & Inference Economics — Directive,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/model-routing-inference-economics/model-routing-inference-economics-loops.md,.md,6829,477abc889c6d15606e82bfaf412b124691bfacc4133173c7ebb71b493e7869ff,Model Routing & Inference Economics — Loops,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/model-routing-inference-economics/model-routing-inference-economics-premortem.md,.md,7221,a60e0000b76bd1623cd39e959a112b66e7af0b926bd63d168853a7f08ff97a99,Model Routing & Inference Economics — Premortem,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/model-routing-inference-economics/model-routing-inference-economics-questions.md,.md,2859,00422a63e3f5ad3ccf0717a0697d2ea8c263cc8ee6c8801379fe85903f4be4d4,Model Routing & Inference Economics — Questions & Findings,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/ai-orchestration/teams/model-routing-inference-economics/model-routing-inference-economics-schedule.md,.md,5007,65f5eac78a2855538bf747a6b16b8fdb27b90923b371b3703afbd2ec8667ef91,Model Routing & Inference Economics — Schedule & Skills,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/skills/skills-agenda-board.md,.md,4788,79be035da39ce38045b86c46379986ec3f90deb94902d38f3b500fa1866e76ac,Skills — Board,2026-08-28,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/skills/skills-agenda-full.md,.md,19200,e3adb536fe89814e3748453d98e78db69ff3c6ad15e3b5cad51f6dd3d44c46ea,"Skills — Agenda, 2026-08-28",2026-08-28,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/skills/skills-agent-stack.md,.md,5750,004fbf629880ecd4b477be7b5ac4e3c76bdffb7ee8e6416e66552fc15db58455,Skills — Agent Stack,2026-08-27,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/skills/skills-charter.md,.md,8952,a6899d85f04e2a882db4bfafec5553d457987c5587b9ca79728bd531cc656107,Skills — Charter,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/skills/skills-directive.md,.md,4787,63b68575a8ca57aff7dbcacc2a2a76c34dd246264a868fc0b7d881857069c9ed,Skills — Directive,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/skills/skills-loops.md,.md,5541,34a17cf4f886158ba3e546205b7491b5785c9945d192d7697485b7a010f0265d,Skills — Loops,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/skills/skills-premortem.md,.md,9186,73a1444d4c4a8ba05368506d03b8c937032fe8dcff47f0db7df744c15bf65823,Skills — Premortem,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/skills/skills-questions.md,.md,2513,a2a4b80e4ded6eab5953ba36c37420acde63031086d6e03d010bdce19416da39,Skills — Questions & Findings,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/skills/skills-schedule.md,.md,4192,4c14195b50cc16e2ea24909f61ca9d7c4b156653ffc97f6c23747e1acb9e329a,Skills — Schedule & Skills,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/skills/teams/skill-harvesting/skill-harvesting-agenda-board.md,.md,2502,d44127e36ea521858f4df55dd93bee148dcf9b8b847934335d080652ab4ff691,Skill Harvesting — Board,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/skills/teams/skill-harvesting/skill-harvesting-agenda-full.md,.md,5254,b9578e56ad7331840f568c8479317dd341a920d245f0c599467300b2aa1f2100,Skill Harvesting — Full Agenda,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/skills/teams/skill-harvesting/skill-harvesting-agent-stack.md,.md,5395,3b1a4defd1da7be011b4b9f831669e86a247b645553525e222393d9f30cf6281,Skill Harvesting — Agent Stack,2026-08-27,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/skills/teams/skill-harvesting/skill-harvesting-charter.md,.md,6454,a453dfcca82f16434fc1396a49162438b33fc4d4d37b763ccaf50223d2c04b94,Skill Harvesting — Charter,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/skills/teams/skill-harvesting/skill-harvesting-directive.md,.md,4354,ca3f457067276e9219816e89f9d41d7e6e2a2497e50ae76faefd1bc436094ba6,Skill Harvesting — Directive,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/skills/teams/skill-harvesting/skill-harvesting-loops.md,.md,4531,7c67dd70781800bccdca553c1a57f82f7aa5a46b238a499102bf19b16d85ee4b,Skill Harvesting — Loops,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/skills/teams/skill-harvesting/skill-harvesting-premortem.md,.md,7650,88558adcdf4d1bb00ad4b0af3e145c93b8e2a5002d1609c04ed8b2c15dc52d7d,Skill Harvesting — Premortem,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
local-evidence/restaurant-ai-automation,.planning/01-org/applied-ai/skills/teams/skill-harvesting/skill-harvesting-questions.md,.md,1893,93c9c21f0c12707f87fb6fdd57367f6b006b7f11d57c7aed1804e60569f9e150,Skill Harvesting — Questions & Findings,2026-08-24,inventoried_only,Metadata only; no semantic-read claim.
